player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg,ts,od,div
Jae'Sean Tate,PF,26,HOU,78,77,2056,8.4,16.9,0.498,1.5,4.7,0.312,6.9,12.2,0.569,3,4.3,0.707,3.1,6.6,9.7,5.1,1.7,0.9,3.2,6.6,21.3,111,116,0.5667305236270754,0.9568965517241379,SW
Jayson Tatum,SF,23,BOS,76,76,2731,12.9,28.5,0.453,4.2,11.8,0.353,8.7,16.6,0.524,7.3,8.5,0.853,1.5,9.5,11.1,6.1,1.4,0.9,3.9,3.2,37.2,113,106,0.576923076923077,1.0660377358490567,A
Garrett Temple,SG,35,NOP,59,16,1098,5,13.3,0.376,2.7,8.3,0.319,2.3,4.9,0.473,1.3,1.8,0.683,1.3,5.1,6.4,3.3,1.9,1,1.9,3.6,13.9,101,113,0.49318762418393414,0.8938053097345132,SW
Daniel Theis,C,29,TOT,47,27,977,7.5,14.4,0.519,1.6,5.3,0.308,5.8,9.1,0.641,2.4,3.6,0.681,2.9,8.4,11.3,2,1,1.5,2.3,5.5,19,113,112,0.5943443443443444,1.0089285714285714,NA
Cam Thomas,SG,20,BRK,67,2,1176,9,20.7,0.433,1.9,7.2,0.27,7,13.6,0.52,3.6,4.3,0.829,0.7,6,6.6,3.2,1.4,0.3,2.3,2.7,23.5,103,115,0.5200956090651558,0.8956521739130435,A
Tristan Thompson,PF,30,TOT,57,6,897,7.6,14.4,0.528,0.1,0.2,0.333,7.6,14.3,0.53,3.3,6.3,0.526,6.5,9.1,15.6,1.8,1.2,1.1,2.4,5.3,18.6,112,114,0.5415793151642209,0.9824561403508771,NA
Matisse Thybulle,SG,24,PHI,66,50,1685,4.4,8.9,0.5,1.3,4.3,0.313,3.1,4.6,0.673,1,1.3,0.791,1.2,3.2,4.5,2.2,3.4,2.1,1.2,4.7,11.2,116,108,0.5912162162162161,1.0740740740740742,A
Xavier Tillman Sr.,PF,23,MEM,53,2,701,6.7,14.7,0.454,0.7,3.3,0.204,6,11.4,0.527,3.1,4.8,0.648,4.5,6.5,11,4.2,3.3,1,2.3,4.3,17.2,112,107,0.5115393766357365,1.0467289719626167,SW
Obi Toppin,PF,23,NYK,72,10,1230,10.2,19.2,0.531,2.1,6.9,0.308,8.1,12.4,0.655,3.8,5,0.758,2.8,8.1,10.9,3.1,1,1.3,2.3,4.1,26.4,120,111,0.616822429906542,1.0810810810810811,A
Juan Toscano-Anderson,SF,28,GSW,73,6,994,5.6,11.5,0.489,1.4,4.3,0.322,4.3,7.3,0.588,2,3.4,0.571,1.4,7.3,8.6,6.2,2.4,0.8,3.3,5.6,14.6,106,106,0.5617112957833179,1,P
Karl-Anthony Towns,C,26,MIN,74,74,2476,12.3,23.3,0.529,2.9,7,0.41,9.5,16.3,0.58,7.4,9,0.822,3.7,10.2,14,5.2,1.4,1.6,4.3,5.1,34.9,121,110,0.64013206162876,1.1,NW
Gary Trent Jr.,SG,23,TOR,70,69,2448,9.2,22.2,0.414,4.3,11.1,0.383,4.9,11,0.445,3.6,4.2,0.853,0.5,3.4,3.9,2.9,2.5,0.4,1.5,2.9,26.2,114,112,0.5447438456420493,1.0178571428571428,A
P.J. Tucker,PF,36,MIA,71,70,1981,5.2,10.8,0.484,2,4.9,0.415,3.2,5.9,0.54,1.1,1.5,0.738,2.5,7.2,9.8,3.8,1.5,0.4,1.7,4.1,13.6,120,110,0.5933682373472948,1.0909090909090908,SE
Myles Turner,C,25,IND,42,42,1235,7.9,15.6,0.509,2.4,7.3,0.333,5.5,8.3,0.662,3.1,4.2,0.752,2.6,9.2,11.8,1.7,1.1,4.7,2.1,4.7,21.4,117,111,0.6132508023842274,1.054054054054054,C
Jonas Valančiūnas,C,29,NOP,74,74,2240,11.2,20.7,0.544,1.3,3.5,0.361,10,17.2,0.581,5.2,6.4,0.82,5,13.6,18.6,4.2,0.9,1.3,3.9,5.4,29,118,111,0.6166014628338153,1.063063063063063,SW
Jarred Vanderbilt,PF,22,MIN,74,67,1880,5.4,9.1,0.587,0.1,0.4,0.143,5.3,8.8,0.605,2.2,3.3,0.656,5.4,10.3,15.8,2.4,2.5,1.2,1.8,4.6,13,127,108,0.6159969673995451,1.1759259259259258,NW
Fred VanVleet,PG,27,TOR,65,65,2462,9,22.3,0.403,4.9,13,0.377,4.1,9.2,0.44,3.9,4.5,0.874,0.9,5,5.9,8.8,2.3,0.7,3.5,3.3,26.8,115,111,0.5518945634266886,1.0360360360360361,A
Devin Vassell,SF,21,SAS,71,32,1937,8.1,18.9,0.427,3.4,9.4,0.361,4.7,9.5,0.492,2.1,2.5,0.838,1.1,6.5,7.6,3.4,1.9,1,1.4,3.5,21.6,109,112,0.54,0.9732142857142857,SW
Gabe Vincent,PG,25,MIA,68,27,1589,6.7,16.2,0.417,3.7,10.2,0.368,3,6,0.5,1.4,1.7,0.815,0.7,3.3,4,6.6,2,0.4,3.1,5,18.6,107,111,0.5487373141373614,0.963963963963964,SE
Nikola Vučević,C,31,CHI,73,73,2418,11,23.3,0.473,2.1,6.7,0.314,8.9,16.6,0.537,1.9,2.4,0.76,2.9,13.4,16.2,4.8,1.4,1.4,2.7,3.7,26,107,110,0.5337493841353259,0.9727272727272728,C
Dean Wade,PF,25,CLE,51,28,980,5,11.1,0.456,2.6,7.2,0.359,2.4,3.8,0.64,1,1.5,0.667,1.6,6.1,7.6,2.6,1.5,0.4,0.8,4.5,13.7,122,111,0.5824829931972789,1.0990990990990992,C
Franz Wagner,SF,20,ORL,79,79,2429,9.1,19.4,0.468,1.9,5.4,0.354,7.2,14,0.511,3.8,4.4,0.863,1.7,5.4,7.1,4.6,1.4,0.7,2.4,3.3,23.8,110,114,0.557742782152231,0.9649122807017544,SE
Moritz Wagner,C,24,ORL,63,3,960,9.9,20,0.497,3.3,10.1,0.328,6.6,9.8,0.672,5.2,6.5,0.806,2.1,9.6,11.7,4.4,1,0.7,2.8,6.2,28.4,118,112,0.621172353455818,1.0535714285714286,SE
Ish Wainright,PF,27,PHO,45,0,359,5.5,13.9,0.394,2.5,7.9,0.322,2.9,6,0.489,0.9,1.6,0.583,3.6,3.6,7.2,2,2.7,0.8,1.7,6.6,14.5,104,107,0.4964393316899479,0.9719626168224299,NA
Lonnie Walker IV,SG,23,SAS,70,6,1612,9.3,22.7,0.407,3.3,10.5,0.314,6,12.2,0.487,3.5,4.4,0.784,0.5,4.9,5.4,4.5,1.3,0.6,2.1,2.9,25.3,103,115,0.5134762136710506,0.8956521739130435,SW
Duane Washington Jr.,PG,21,IND,48,7,968,8.8,21.6,0.405,4.1,10.9,0.377,4.7,10.7,0.434,2.3,3.1,0.754,0.2,4,4.2,4.3,1.3,0.2,2.9,3.3,23.9,101,119,0.5203797247866224,0.8487394957983193,C
P.J. Washington,C,23,CHO,65,28,1768,6.8,14.4,0.47,3,8.2,0.365,3.8,6.3,0.606,1.6,2.2,0.716,2.2,6.9,9.1,4,1.5,1.7,2.2,4.1,18.1,114,113,0.5888859968766268,1.008849557522124,SE
Trendon Watford,SF,21,POR,48,10,869,8,15,0.532,0.5,2.1,0.237,7.5,12.9,0.581,4,5.3,0.755,3.2,8,11.2,4.6,1.4,1.6,2.5,6.5,20.5,118,116,0.5913916455111932,1.0172413793103448,NW
Russell Westbrook,PG,33,LAL,78,78,2678,9.8,22.1,0.444,1.4,4.7,0.298,8.4,17.3,0.485,4.8,7.1,0.667,2,8.4,10.4,9.8,1.3,0.4,5.3,4.2,25.8,102,114,0.5114176974310181,0.8947368421052632,P
Coby White,PG,21,CHI,61,17,1675,8.1,18.8,0.433,4,10.3,0.385,4.2,8.5,0.491,2.3,2.7,0.857,0.5,4.8,5.3,5.1,0.8,0.3,2,4,22.5,111,117,0.562837702621573,0.9487179487179487,C
Derrick White,SG,27,TOT,75,52,2199,7.4,17.7,0.421,2.5,8.1,0.312,4.9,9.5,0.515,4.5,5.2,0.864,0.8,4.9,5.8,8.1,1.4,1.3,2.6,3.8,21.9,114,112,0.5478286972183309,1.0178571428571428,NA
Derrick White,SG,27,SAS,49,48,1486,7.8,18.4,0.426,2.6,8.3,0.314,5.2,10.1,0.519,4.5,5.2,0.869,0.8,4.8,5.6,8.8,1.6,1.4,2.8,3.7,22.8,114,113,0.5510440835266822,1.008849557522124,SW
Hassan Whiteside,C,32,UTA,65,8,1162,9.1,14,0.652,0,0,NA,9.1,14,0.652,4.4,7.1,0.623,7.1,14,21,1.1,0.9,4.4,2.3,7.6,22.7,132,104,0.6628124270030367,1.2692307692307692,NW
Aaron Wiggins,SG,23,OKC,50,35,1209,6.3,13.6,0.463,1.7,5.6,0.304,4.6,8,0.573,2.5,3.4,0.729,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107,116,0.5564387917329094,0.9224137931034483,NW
Andrew Wiggins,SF,26,GSW,73,73,2329,9.9,21.3,0.466,3.3,8.4,0.393,6.7,13,0.513,3.1,4.9,0.634,1.8,5,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109,0.5606241473396999,1,P
Grant Williams,PF,23,BOS,77,21,1875,5.4,11.4,0.475,2.8,6.8,0.411,2.6,4.6,0.569,2.3,2.5,0.905,1.7,5.6,7.3,2.1,1,1.5,1.6,4.9,16,122,109,0.64,1.1192660550458715,A
Kenrich Williams,SF,27,OKC,49,0,1072,6.6,14.4,0.461,1.9,5.5,0.339,4.8,8.9,0.536,1.4,2.5,0.545,3.4,6.6,10,4.9,2,0.5,2.1,3.7,16.5,111,113,0.532258064516129,0.9823008849557522,NW
Lou Williams,PG,35,ATL,56,0,799,7.7,19.7,0.391,2.3,6.3,0.363,5.4,13.4,0.404,4.1,4.8,0.859,1,4.4,5.4,6.5,1.7,0.2,2.6,3,21.8,105,117,0.49972492206125074,0.8974358974358975,SE
Robert Williams,C,24,BOS,61,61,1804,7.5,10.1,0.736,0,0,0,7.5,10.1,0.738,1.8,2.5,0.722,6.6,9.6,16.2,3.3,1.5,3.7,1.7,3.8,16.7,148,102,0.7455357142857143,1.4509803921568627,A
Ziaire Williams,SF,20,MEM,62,31,1346,6.8,15.1,0.45,2.7,8.6,0.314,4.1,6.5,0.632,1.5,2,0.782,0.9,3.7,4.6,2.3,1.2,0.4,1.5,4,17.8,113,114,0.5569461827284106,0.9912280701754386,SW
Dylan Windler,SF,25,CLE,50,0,459,4,10.7,0.378,2.3,7.6,0.3,1.7,3,0.571,1.6,2,0.833,2.3,7.4,9.7,3.7,1.5,0.3,1.7,5.1,12,110,110,0.5181347150259067,1,C
Justise Winslow,PF,25,TOT,48,11,774,7,16.2,0.428,0.9,4.2,0.227,6,12.1,0.497,2.5,4.2,0.591,3.2,9.6,12.8,5.3,2.2,1.6,3.1,4.2,17.3,100,109,0.4792774822695036,0.9174311926605505,NA
Christian Wood,C,26,HOU,68,67,2094,10,20,0.501,3,7.6,0.39,7,12.3,0.57,4.7,7.5,0.623,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114,113,0.5944206008583691,1.008849557522124,SW
Delon Wright,SG,29,ATL,77,8,1452,4.1,9.1,0.454,1.5,3.9,0.379,2.6,5.2,0.51,1.8,2.1,0.857,1.7,5.8,7.4,6.4,3.1,0.6,1.5,1.9,11.6,126,112,0.578611332801277,1.125,SE
Thaddeus Young,PF,33,TOT,52,1,845,8.2,15.8,0.518,1,2.8,0.354,7.2,13,0.554,1.3,2.8,0.469,4.6,7.4,12.1,6,3.1,1,3,4.7,18.7,113,108,0.5489666510098637,1.0462962962962963,NA
Trae Young,PG,23,ATL,76,76,2652,13.2,28.6,0.46,4.3,11.3,0.382,8.9,17.3,0.512,9.3,10.2,0.904,0.9,4.3,5.3,13.7,1.3,0.1,5.6,2.4,39.9,119,118,0.6029376208897486,1.0084745762711864,SE
Omer Yurtseven,C,23,MIA,56,12,706,9.2,17.5,0.526,0.1,0.8,0.091,9.1,16.7,0.547,2.7,4.3,0.623,6,14.8,20.8,3.5,1.2,1.4,2.9,6,21.2,112,104,0.5466171617161716,1.0769230769230769,SE
Ivica Zubac,C,24,LAC,76,76,1852,8.2,13.1,0.626,0,0,NA,8.2,13.1,0.626,4.4,6,0.727,5.7,11.3,17,3.2,1,2,3,5.4,20.8,126,107,0.6607369758576874,1.1775700934579438,P
